#From;To;Type;Through;Data;Comment
#
# American Straits
#
1259;1593;impassable;0;0;scary mountain
1238;1592;impassable;0;0;scary mountain
1244;1592;impassable;0;0;scary mountain
1235;1592;impassable;0;0;scary mountain
1226;1592;impassable;0;0;scary mountain
1327;1592;impassable;0;0;scary mountain
1328;1592;impassable;0;0;scary mountain

#Hengduan Mountains
1339;1593;impassable;0;0;Haka-Tawang
1341;1593;impassable;0;0;Putao-Tawang
1341;1590;impassable;0;0;Putao-Lhodrak
1341;1602;impassable;0;0;Putao-Dali

#Pamirs
1226;1594;impassable;0;0;Leh-Kashgar
1208;1594;impassable;0;0;Khorug-Kashgar
1210;1208;impassable;0;0;Faizabad-Khorug
1210;1225;impassable;0;0;Faizabad-Gilgit
1210;1223;impassable;0;0;Faizabad-Chitral
1216;1223;impassable;0;0;Jalalabad-Chitral

#Afghanistan-Pakistan
1217;1218;impassable;0;0;
1216;1218;impassable;0;0;

#Afghanistan-Central Asia
1205;1116;impassable;0;0;
1205;1150;impassable;0;0;
1204;1150;impassable;0;0;
1148;1212;impassable;0;0;
1206;1212;impassable;0;0;
1147;1212;impassable;0;0;

#China

1595;1188;impassable;0;0;
1595;1186;impassable;0;0;
1597;1186;impassable;0;0;
1597;1190;impassable;0;0;
1594;1190;impassable;0;0;
1594;1226;impassable;0;0;
1594;1225;impassable;0;0;

#Alps

727;735;impassable;0;0;Bergamo-Bozen
727;734;impassable;0;0;Bergamo-Trent
732;735;impassable;0;0;Treviso-Bozen
732;615;impassable;0;0;Treviso-Linz
732;618;impassable;0;0;Treviso-Klagenfurth
733;618;impassable;0;0;Udine-Klagenfurt
727;611;impassable;0;0;Bergamo-Chur
727;2568;impassable;0;0;Bergamo-Lugano
722;605;impassable;0;0;Novara-Bern
2568;722;impassable;0;0;Lugano-Novara
609;722;impassable;0;0;Sitten-Novara
606;722;impassable;0;0;Lucerne-Novara
608;432;impassable;0;0;Neuchatel-Besancon
607;432;impassable;0;0;Geneva-Besancon
611;735;impassable;0;0;Chur-Bozen
611;612;impassable;0;0;Chur-Innsbruck
611;614;impassable;0;0;Chur-Bregenz
609;465;impassable;0;0;Sitten-Annecy

#Slovakia

663;660;impassable;0;0;
663;661;impassable;0;0;
662;661;impassable;0;0;
672;660;impassable;0;0;
953;661;impassable;0;0;
953;950;impassable;0;0;
951;950;impassable;0;0;
705;637;impassable;0;0;
704;637;impassable;0;0;
705;950;impassable;0;0;

#Caucaso

1092;1051;impassable;0;0;
1092;1054;impassable;0;0;
1092;1056;impassable;0;0;
1104;1052;impassable;0;0;
1104;1103;impassable;0;0;

#Alaskan Panhandle

2630;6;impassable;0;0;
2;6;impassable;0;0;
2;17;impassable;0;0;
1;15;impassable;0;0;
1;16;impassable;0;0;
1;17;impassable;0;0;

#America

2333;2398;impassable;0;0;
2333;2397;impassable;0;0;
2328;2391;impassable;0;0;
2328;2391;impassable;0;0;
2329;2391;impassable;0;0;
2331;2391;impassable;0;0;
2327;2391;impassable;0;0;
2322;2388;impassable;0;0;
2323;2388;impassable;0;0;
2326;2388;impassable;0;0;
2322;2385;impassable;0;0;
2322;2375;impassable;0;0;
2305;2368;impassable;0;0;
2305;2370;impassable;0;0;
2314;2370;impassable;0;0;
2371;2314;impassable;0;0;
2375;2305;impassable;0;0;
2578;2303;impassable;0;0;
2304;2303;impassable;0;0;
2299;2302;impassable;0;0;
2301;2549;impassable;0;0;
2300;2549;impassable;0;0;
2284;2263;impassable;0;0;
2284;2259;impassable;0;0;
2279;2259;impassable;0;0;
2279;2258;impassable;0;0;

#Spain

500;457;impassable;0;0;
499;457;impassable;0;0;
500;460;impassable;0;0;
496;460;impassable;0;0;

#
# The canals  
#
2711;2721;canal;369;1;Kiel Canal
2781;2769;canal;1755;2;Suez Canal
2968;3001;canal;1723;3;Panama Canal
2772;2773;canal;859;4;Bosphorus Canal
2773;2774;canal;860;4;Bosphorus Canal
2711;2710;canal;372;5;Copenhagen Canal
2746;2747;canal;517;6;Copenhagen Canal

#
# Sea to Land
#

2746;512;sea;0;0;#Straits of Gibraltar
2746;517;sea;0;0;#Straits of Gibraltar
2746;1685;sea;0;0;#Straits of Gibraltar
2746;1686;sea;0;0;#Straits of Gibraltar
2746;1687;sea;0;0;#Straits of Gibraltar
2723;292;sea;0;0;#Dogger Bank
2723;293;sea;0;0;#Dogger Bank
2723;301;sea;0;0;#Dogger Bank
2723;376;sea;0;0;#Dogger Bank
2723;378;sea;0;0;#Dogger Bank
2723;388;sea;0;0;#Dogger Bank
2723;390;sea;0;0;#Dogger Bank
2723;400;sea;0;0;#Dogger Bank
